# Round One
1,1,1000
1,2,717
1,3,514
1,4,491
1,5,468
1,6,446
1,7,426
1,8,406
1,9,387
1,10,369
1,11,358
1,12,347
1,13,336
1,14,325
1,15,315
1,16,305
1,17,296
1,18,287
1,19,278
1,20,269
1,21,261
1,22,253
1,23,245
1,24,237
1,25,230
1,26,223
1,27,216
1,28,209
1,29,202
1,30,196
1,31,190
1,32,184

# Round Two
2,33,180
2,34,175
2,35,170
2,36,166
2,37,162
2,38,157
2,39,153
2,40,149
2,41,146
2,42,142
2,43,138
2,44,135
2,45,131
2,46,128
2,47,124
2,48,121
2,49,118
2,50,115
2,51,112
2,52,109
2,53,106
2,54,104
2,55,101
2,56,98
2,57,96
2,58,93
2,59,91
2,60,88
2,61,86
2,62,84
2,63,82
2,64,80

# Round Three
3,65,78
3,66,76
3,67,75
3,68,73
3,69,71
3,70,70
3,71,68
3,72,67
3,73,65
3,74,64
3,75,63
3,76,61
3,77,60
3,78,59
3,79,57
3,80,56
3,81,55
3,82,54
3,83,52
3,84,51
3,85,50
3,86,49
3,87,48
3,88,47
3,89,46
3,90,45
3,91,44
3,92,43
3,93,42
3,94,41
3,95,40
3,96,39
3,97,38
3,98,37
3,99,36
3,100,35

# Round Four
4,101,34
4,102,34
4,103,33
4,104,33
4,105,32
4,106,32
4,107,31
4,108,31
4,109,30
4,110,30
4,111,29
4,112,29
4,113,28
4,114,28
4,115,27
4,116,26
4,117,26
4,118,25
4,119,25
4,120,24
4,121,24
4,122,23
4,123,23
4,124,22
4,125,21
4,126,21
4,127,20
4,128,20
4,129,19
4,130,19
4,131,18
4,132,18
4,133,18
4,134,17
4,135,17
4,136,17
4,137,16
4,138,16
4,139,15
4,140,15

# Round Five
5,141,15
5,142,14
5,143,14
5,144,14
5,145,13
5,146,13
5,147,13
5,148,13
5,149,12
5,150,12
5,151,12
5,152,12
5,153,11
5,154,11
5,155,11
5,156,11
5,157,10
5,158,10
5,159,10
5,160,10
5,161,10
5,162,10
5,163,10
5,164,9
5,165,9
5,166,9
5,167,9
5,168,9
5,169,9
5,170,9
5,171,9
5,172,9
5,173,8
5,174,8
5,175,9
5,176,8
5,177,8
5,178,8
5,179,8
5,180,7
5,181,7

# Round Six
6,182,7
6,183,7
6,184,7
6,185,6
6,186,6
6,187,6
6,188,6
6,189,6
6,190,6
6,191,6
6,192,6
6,193,5
6,194,5
6,195,5
6,196,5
6,197,5
6,198,5
6,199,5
6,200,5
6,201,5
6,202,5
6,203,4
6,204,4
6,205,4
6,206,4
6,207,4
6,208,4
6,209,4
6,210,4
6,211,4
6,212,4
6,213,4
6,214,4

# Round Seven
7,215,4
7,216,3
7,217,3
7,218,3
7,219,3
7,220,3
7,221,3
7,222,3
7,223,3
7,224,3
7,225,3
7,226,2
7,227,2
7,228,2
7,229,2
7,230,2
7,231,2
7,232,2
7,233,2
7,234,2
7,235,2
7,236,2
7,237,2
7,238,1
7,239,1
7,240,1
7,241,1
7,242,1
7,243,1
7,244,1
7,245,1
7,246,1
7,247,1
7,248,1
7,249,1
7,250,1
7,251,1
7,252,1
7,253,1
7,254,1
7,255,1
